msg_id,file,dt_utc,reply_to,tags,raw_text
209,messages.html,2022-09-29T14:04:39+00:00,208,,- Première impulsion baissière suivi d’une phase de latéralisation  ⏎ - Cassure de trendline  ⏎ - Cassure de trendline RSI  ⏎ - Death cross en approche entre les moyennes mobile 50 et 200  ⏎ - Surachat sur le RSI en journalier  ⏎ - Cassure de trendline RSI en journalier en cours
210,messages.html,2022-09-29T16:15:27+00:00,208,,🎯Trade bien orienté 🔥
211,messages.html,2022-09-29T22:09:43+00:00,208,breakeven|closed,✅Je sors 20% de ma position et place mon SL au point d’entrée 🔥
212,messages.html,2022-09-30T12:46:50+00:00,206,,🎯L’analyse se confirme sur l’EUR/CAD 📈
216,messages.html,2022-09-30T18:51:33+00:00,215,breakeven,✅TP1 je prend 20% et place mon SL au point d’entrée 🔥
217,messages.html,2022-09-30T20:56:12+00:00,208,closed,✅Je sors 100% de ma position sur l’EUR/GBP avant le week-end 🔥
220,messages.html,2022-10-03T14:52:01+00:00,214,,🎯L’analyse sur ADA/USDT se valide 🔥
221,messages.html,2022-10-03T14:55:14+00:00,156,,🎯Toujours dans le trade OP/USDT 📉
223,messages.html,2022-10-03T16:19:58+00:00,219,,🎯Trade bien orienté sur le CHF/JPY 📉
229,messages.html,2022-10-04T15:49:22+00:00,228,,"- Tendance de fond baissière  ⏎ - Double top validé avec pull back  ⏎ - Moyenne mobile exponentielle 50 en résistance  ⏎ - Niveau 0,618 du retracement de Fibonacci de la dernière vague de baisse"
232,messages.html,2022-10-05T14:20:07+00:00,228,breakeven,✅TP1 je prend 20% de ma position et place mon SL au point d’entrée 🔥
238,messages.html,2022-10-06T17:09:28+00:00,236,breakeven|closed,✅TP1 je sors 20% et place mon SL au point d’entrée
242,messages.html,2022-10-10T07:02:36+00:00,236,tp2,🔥TP2 ✅
245,messages.html,2022-10-10T13:59:52+00:00,241,,✅Le setup se confirme sur l’AUD/CAD 📉
248,messages.html,2022-10-10T15:43:04+00:00,247,,- Formation d’un triangle descendant  ⏎ - Tendance de fond baissière  ⏎ - CryptoMarketCap avec Setup baissier  ⏎ - Cassure de trendline sur le RSI
249,messages.html,2022-10-11T04:34:58+00:00,247,tp2|breakeven,"✅TP2 touché, j’encaisse 50% et place mon SL au point d’entrée 🔥"
250,messages.html,2022-10-11T11:26:16+00:00,225,breakeven,✅Je prend 20% et place mon SL au point d’entrée 🔥
251,messages.html,2022-10-11T14:05:48+00:00,156,closed,✅TP2 sur OP/USDT je sors 100% de ma position 🔥🔥
253,messages.html,2022-10-11T15:23:47+00:00,239,,✅L’analyse a été validée sur OP/USDT 📉
258,messages.html,2022-10-12T16:58:40+00:00,257,breakeven|closed,"✅TP1 sur le Pétrole, je sors 20% et place mon SL au point d’entrée 🔥"
260,messages.html,2022-10-13T11:36:59+00:00,252,tp1,TP1 ✅🔥🔥 je prend 20% et je sécurise la position
261,messages.html,2022-10-13T12:45:14+00:00,255,,✅L’analyse se valide sur le GBP/AUD 🔥
262,messages.html,2022-10-13T13:18:28+00:00,105,,🔥Le setup sur l’AUD/CHF s’est validé ✅
263,messages.html,2022-10-13T13:34:22+00:00,244,,🔥C’est beau 📉
265,messages.html,2022-10-13T16:41:31+00:00,258,breakeven,✔️Repris au point d’entrée sur le Pétrole
268,messages.html,2022-10-14T16:01:48+00:00,267,,Ça part très vite malheureusement  ⏎  ⏎ Les signaux étaient les suivants :  ⏎ - Cassure de trendline M15  ⏎ - Tendance court terme haussière  ⏎ - Forte hausse des volumes  ⏎ - Cassure de trendline sur le RSI en M5
270,messages.html,2022-10-14T16:10:50+00:00,269,,- Formation d’un pattern en tasse avec anse  ⏎ - Forte tendance haussière préalable  ⏎ - Hausse des volumes  ⏎ - Golden cross en H4 entre les moyennes mobiles 50 et 200
272,messages.html,2022-10-16T22:01:41+00:00,245,,🎯Surveillance d’un éventuel pullback sur l’AUD/CAD pour ouvrir une nouvelle position à la vente suite à cette cassure de range en H1 📉
276,messages.html,2022-10-17T16:34:45+00:00,267,breakeven|closed,✅TP2 je sors 50% de la position et place mon SL au point d’entrée 🔥
277,messages.html,2022-10-17T16:36:57+00:00,255,,✅Prise de bénéfices possible avec sécurisation de la position pour ceux ayant pris le trade sur le GBP/AUD
278,messages.html,2022-10-17T17:24:48+00:00,269,,✅L’EUR/CHF se réveille enfin 🔥
279,messages.html,2022-10-18T14:03:21+00:00,274,,❌SL sur l’AUD/CAD
281,messages.html,2022-10-18T14:05:22+00:00,280,,- Cassure de range avec pullback ⏎ - Tendance baissière  ⏎ - Moyenne mobile exponentielle 50 en résistance  ⏎ - Prix située sous une trendline baissière
283,messages.html,2022-10-18T14:16:48+00:00,282,,Unité H4 :  ⏎ - Cassure de trendline en cours  ⏎ - Épaule-tête-épaule validée avec bougie en marteau inversée  ⏎ - Double top validée sur le RSI
284,messages.html,2022-10-18T14:35:38+00:00,282,,*USD/ZAR
285,messages.html,2022-10-18T14:48:46+00:00,280,breakeven|closed,✅TP1 je sors 50% et place mon SL au point d’entrée 🔥
286,messages.html,2022-10-18T15:44:20+00:00,280,,✅TP2 sur le Pétrole 🔥
290,messages.html,2022-10-19T14:58:07+00:00,289,,- Zone de résistance  ⏎ - Cassure de trendline  ⏎ - Baisse des volumes  ⏎ - Cassure de support sur RSI
292,messages.html,2022-10-20T10:51:40+00:00,269,tp1,✅TP1 touché 🔥
295,messages.html,2022-10-20T13:34:51+00:00,294,,- Biseau descendant validée (M30) ⏎ - Tendance haussière importante (H1) ⏎ - Moyennes mobiles bien orientées (Journalier et H1) ⏎ - Cassure d’une zone résistance majeure (Journalier)
296,messages.html,2022-10-20T13:47:23+00:00,287,,🎯Solana est partie directement à la baisse sans pullback malheureusement 📉
298,messages.html,2022-10-20T14:12:06+00:00,297,,- Tendance baissière bien dessinée (H4)  ⏎ - Moyennes mobiles parfaitement orientées (H4) ⏎ - Anticipation d’une cassure d’un triangle symétrique de creux (cassure qui pourrait être brutale) (H4) ⏎ - Double top validé sur le RSI (H1)  ⏎ - CryptoMarketCap Total qui semble orienté à la baisse également
299,messages.html,2022-10-20T19:47:35+00:00,297,breakeven|closed,✅TP1 je sors 20% et place mon SL au point d’entrée 🔥
303,messages.html,2022-10-21T13:10:50+00:00,302,,"- Cassure de support majeur ⏎ - Cassure de trendline sur le RSI  ⏎ - Tendance court terme baissière  ⏎ - CryptoMarketCap Total toujours orienté à la baisse  ⏎ (+ semaine plutôt calme, possibilité de volatilité importante en fin de semaine)"
304,messages.html,2022-10-21T13:15:00+00:00,302,,🔥Ça part très fort 📉
305,messages.html,2022-10-21T13:17:12+00:00,297,,✅TP2 🔥
306,messages.html,2022-10-21T15:35:27+00:00,294,closed,✔️Je sors légèrement en bénéfice du GBP/JPY
307,messages.html,2022-10-21T17:30:20+00:00,305,breakeven,✔️Repris Break even sur LTC/USDT et ETH/USDT
310,messages.html,2022-10-24T13:27:03+00:00,309,,- Cassure de trendline sur le RSI (H4)  ⏎ - Biseau ascendant validé (journalier) ⏎ - Vague de Wolfe baissière en cours (journalier) ⏎ - Pullback avec bougies intéressantes (journalier) ⏎ - Divergence RSI validée (hebdomadaire)
314,messages.html,2022-10-24T14:43:13+00:00,313,,✅TP1 sécurisation de la position
317,messages.html,2022-10-24T16:40:39+00:00,289,,❌SL sur l’EUR/CAD
318,messages.html,2022-10-24T16:41:06+00:00,269,closed,✅Je sors de l’EUR/CHF 🔥
321,messages.html,2022-10-24T17:30:18+00:00,320,,- Cassure de biseau descendant suite à un rebond impulsif  ⏎ - Hausse des volumes sur cassure avec pullback et nouveau plus haut  ⏎ - Cassure de trendline sur le RSI
324,messages.html,2022-10-25T14:19:02+00:00,322,,❌SL  ⏎  ⏎ Début de semaine mitigé. On reste focus 💪🏼
325,messages.html,2022-10-25T15:29:10+00:00,315,,🎯USD/SGD qui se réveille 🔥
327,messages.html,2022-10-25T15:37:42+00:00,326,,- Cassure de canal baissier  ⏎ - Hausse des volumes sur cassure du canal  ⏎ - Cassure de la moyenne mobile exponentielle 50 en cours  ⏎ - Cassure d’une zone de résistance sur le RSI en cours
329,messages.html,2022-10-26T08:38:55+00:00,315,breakeven|closed,"✅TP1, je sors 20% et place mon SL au point d’entrée"
330,messages.html,2022-10-26T11:20:18+00:00,326,,🎯Point sur les positions en cours :  ⏎  ⏎ 🟢MATIC/USDT en positif  ⏎ 🟢EUR/USD en positif  ⏎ 🟢USD/SGD en positif  ⏎ 🔴AUD/JPY en négatif
332,messages.html,2022-10-26T13:35:33+00:00,331,,"Analyse en H1  ⏎ - Rebond sur le niveau 0,618 du retracement de Fibonacci de la dernière vague de hausse  ⏎ - Cassure de range avec pullback ⏎ - Cassure de trendline sur le RSI  ⏎ - Potentiel Golden Cross entre le moyennes mobiles 50 et 200"
333,messages.html,2022-10-26T15:22:20+00:00,312,,📉🔥
334,messages.html,2022-10-26T15:39:00+00:00,331,,✅TP1 sur le Pétrole je sécurise la position 🔥
337,messages.html,2022-10-27T13:39:29+00:00,336,,- Zone de support majeure ⏎ - Explosion des volumes sur cette zone  ⏎ - Cassure de trendline sur le prix ⏎ - Cassure de trendline sur le RSI en journalier et en hebdomadaire
338,messages.html,2022-10-27T15:09:34+00:00,,breakeven,🔴Possibilité de rentrer à la baisse sur le pullback de la zone de support cassé sur l’USD/CHF 📉 ⏎  ⏎ 👉🏼Je ne me prend pas personnellement car je suis déjà suffisamment exposé sur des cours en corrélation avec l’USD  ⏎  ⏎ - Cassure d’un biseau ascendant  ⏎ - Cassure d’une zone support  ⏎ - Cassure d’une trendline sur le RSI  ⏎ - Zone de résistance en M15 offrant un point d’entrée
339,messages.html,2022-10-27T15:12:14+00:00,331,tp2,✅TP2 touché sur le Pétrole
341,messages.html,2022-10-28T12:47:05+00:00,206,,✅L’EUR/CAD s’est validé 🎯
344,messages.html,2022-10-31T14:25:07+00:00,343,,Analyse H4 :  ⏎ - Drapeau baissier validé  ⏎ - Cassure de trendline RSI  ⏎ - Tendance baissière court terme  ⏎ - Death cross en approche entre les moyennes mobiles 50 et 200
348,messages.html,2022-11-01T10:20:30+00:00,347,,Analyse journalière :  ⏎ - Rounding bottom validé  ⏎ - Cassure de trendline partant des plus hauts  ⏎ - Hausse des volumes sur cassure  ⏎ - Rounding bottom sur le RSI
353,messages.html,2022-11-02T21:17:16+00:00,,breakeven,🎯Point sur les positions en cours :  ⏎  ⏎ 🟢AUD/JPY en positif  ⏎ 🟢USD/SGD en positif  ⏎ 🟢INJ/USDT en positif  ⏎ 🟢XRP/USDT en positif  ⏎ 🟢GBP/USD en positif  ⏎ 🟠MATIC au point d’entré ⏎ 🔴BTC/USDT en négatif  ⏎ 🔴EUR/USD en négatif
355,messages.html,2022-11-03T09:10:39+00:00,347,,+14% en cours aujourd’hui 🔥
356,messages.html,2022-11-03T12:01:53+00:00,346,tp2,TP2 🔥✅
360,messages.html,2022-11-04T09:56:51+00:00,331,closed,"✅Le pétrole se valide, je suis personnellement sortie BE après avoir touché le TP2"
362,messages.html,2022-11-04T10:22:09+00:00,361,,- Potentielle vague de Wolfe ⏎ - Biseau descendant en cours de validation ⏎ - Cassure de trendline RSI en cours  ⏎ - Rebond sur zone support (H4)
366,messages.html,2022-11-07T13:07:21+00:00,364,,Analyse Journalière :  ⏎ - Vague de Wolfe haussière en cours  ⏎ - Potentiel biseau descendant  ⏎ - Cassure de trendline sur le RSI ⏎ - Pic de volume vendredi avec bougie d’avalement sur une zone de support intéressante
371,messages.html,2022-11-08T14:08:41+00:00,369,,- Validation d’un biseau descendant  ⏎ - Hausse des volumes durant la construction de ce biseau ⏎ - Théorie de Dow haussière avec présence de plus haut de plus en plus et plus bas de plus en plus haut  ⏎ - Moyennes mobiles bien orientées
373,messages.html,2022-11-08T16:45:39+00:00,372,closed,🔥Rebond impulsif en cours sur la zone repérée 📈 ⏎  ⏎ 👉🏼Je sors de mes positions
375,messages.html,2022-11-09T13:13:57+00:00,315,tp2,🎯TP2 sur l’USD/SGD ✅
377,messages.html,2022-11-09T13:41:11+00:00,376,,Analyse journalière :  ⏎ - Tendance court terme baissière  ⏎ - Death cross entre les moyennes mobiles 50 et 200  ⏎ - Zone de résistance  ⏎  ⏎ Analyse H4 :  ⏎ - Réintégration de trendline baissière ⏎ - Zone de résistance  ⏎ - Cassure de trendline haussière  ⏎ - Cassure de trendline haussière sur le RSI
380,messages.html,2022-11-09T17:32:49+00:00,376,,✔️Trade sur le Pétrole bien orienté 📉
382,messages.html,2022-11-09T19:43:35+00:00,376,,✅TP1 je prend 20% et je sécurise la position
384,messages.html,2022-11-10T13:31:45+00:00,379,,✔️Je vend l’USD/CAD 📉
386,messages.html,2022-11-10T15:43:14+00:00,363,,🎯L’USD/CHF est directement parti à la baisse sans pullback 📉
388,messages.html,2022-11-11T14:24:56+00:00,384,closed,✅TP1 je sécurise la position et je sors 20% 🔥
389,messages.html,2022-11-11T17:41:08+00:00,326,tp1|breakeven|closed,"🎯TP1 sur l’EUR/USD, je sors 50% et je place mon SL au point d’entrée ✅"
391,messages.html,2022-11-12T23:42:08+00:00,390,,- Cassure triangle symétrique  ⏎ - Cassure zone de support  ⏎ - Tendance baissière court terme bien définie  ⏎ - Moyennes mobiles bien orientées
392,messages.html,2022-11-13T10:36:35+00:00,390,closed,✅TP1 je sécurise la position et je sors 20% 🔥
395,messages.html,2022-11-14T14:04:24+00:00,394,,Analyse H1 :  ⏎ - Figure de retournement de tendance (épaule-tête-épaule) ⏎ - Tendance baissière confirmée avec plus haut et plus bas de plus en plus bas  ⏎ - Moyennes mobiles parfaitement orientées  ⏎ - Cassure d’un biseau ascendant de continuation baissière
397,messages.html,2022-11-14T16:20:43+00:00,396,,Analyse journalière : ⏎ - Tendance de fond baissière  ⏎ - Rejet sur une zone de résistance ⏎  ⏎ Analyse H4  ⏎ - Cassure de trendline haussière  ⏎ - Formation d’un nouveau plus bas avec pullback sur la trendline (bougies très intéressantes) ⏎ -  Cassure d’une trendline sur le RSI  ⏎  ⏎ Analyse H1 :  ⏎ - Validation d’un triplé top avec pullback
398,messages.html,2022-11-14T21:58:02+00:00,396,,✅Le pétrole bien orienté pour le moment 📉
408,messages.html,2022-11-15T18:38:22+00:00,407,breakeven,TP1 🔥🔥 ⏎  ⏎ Je prend 50% et place SL au point d’entrée
409,messages.html,2022-11-15T23:34:28+00:00,369,breakeven|closed,Je sors de l’EUR/GBP au point d’entrée
413,messages.html,2022-11-16T16:42:31+00:00,364,,✅TP2 sur l’AUD/CAD
414,messages.html,2022-11-16T16:42:45+00:00,412,,❌SL sur l’USD/CAD
415,messages.html,2022-11-16T16:44:19+00:00,411,,🎯XRP/USDT bien orienté 📉
420,messages.html,2022-11-17T16:47:53+00:00,396,breakeven|closed,"✅TP2, je sors 50% de ma position et place mon SL au point d’entrée 🔥"
